region,category,subcategory,channel,revenue,units,profit
North,Furniture,Living Room,Mobile,24242.26,49,5158.53
South,Furniture,Office,In-Store,17748.48,192,7226.78
South,Beauty,Skincare,Online,3930.48,18,1097.44
East,Electronics,Phones,In-Store,2151.72,36,285.65
South,Beauty,Haircare,Mobile,32421.6,95,13893.59
South,Sports,Team Sports,Mobile,8532.72,28,2786.8
East,Furniture,Office,In-Store,4832.85,55,1282.66
West,Electronics,Accessories,Online,38534.87,121,11964.16
West,Furniture,Office,Mobile,2949.9,15,377.01
North,Furniture,Bedroom,Mobile,11455.56,108,4750.18
East,Groceries,Produce,Mobile,52431.68,178,7203.41
South,Sports,Outdoor,Online,51216.76,196,9515.26
West,Electronics,Laptops,In-Store,24174.87,191,3433.49
South,Electronics,Tablets,Mobile,60423.76,184,17726.75
North,Clothing,Kids,In-Store,34984.18,154,7640.76
North,Electronics,Accessories,Online,38687.13,83,13649.69
North,Beauty,Skincare,Online,3570.68,178,195.11
South,Sports,Outdoor,Mobile,26581.83,109,3112.89
North,Beauty,Haircare,Mobile,880.86,2,383.48
East,Sports,Gym,Mobile,60663.46,143,14465.86
West,Beauty,Skincare,In-Store,2833.6,20,1249.8
South,Electronics,Laptops,Online,45720.05,109,14074.82
East,Beauty,Haircare,Online,6000.54,78,1911.04
West,Furniture,Living Room,Online,68821.98,138,11752.93
East,Groceries,Bakery,Online,43707.4,110,2473.38
West,Electronics,Accessories,In-Store,8407.35,63,790.41
East,Groceries,Produce,Mobile,59626.83,181,18279.62
North,Electronics,Laptops,Online,15424.05,31,1456.41
West,Clothing,Women,Online,22902.03,57,9433.89
East,Furniture,Bedroom,Online,10120.24,74,1107.86
South,Sports,Team Sports,Online,15460.48,34,4481.41
West,Furniture,Living Room,Mobile,37331.13,93,2792.33
North,Beauty,Skincare,Online,81785.16,164,25281.43
South,Furniture,Office,Online,20169.38,154,3554.58
South,Clothing,Women,In-Store,11451.3,35,2729.72
East,Beauty,Skincare,Mobile,64137.38,139,23608.23
East,Clothing,Women,In-Store,58948.51,139,13458.92
West,Sports,Gym,Online,69875.25,151,7979.45
West,Electronics,Tablets,Online,21488.74,182,9232.39
North,Groceries,Dairy,In-Store,10846.34,34,611.13
West,Electronics,Accessories,In-Store,26223.95,97,1991.92
South,Groceries,Bakery,In-Store,2560.56,6,859.16
North,Beauty,Skincare,In-Store,23891.5,142,7851.01
East,Groceries,Dairy,In-Store,26786.94,82,11117.38
West,Sports,Gym,In-Store,10857.21,39,556.38
West,Beauty,Makeup,Online,20423.1,57,7552.22
East,Sports,Gym,Mobile,33399.9,74,8469.31
West,Clothing,Men,Mobile,11707.7,106,1589.71
South,Sports,Outdoor,Online,7002.12,43,788.64
North,Sports,Outdoor,Online,32838.08,88,4427.84
South,Electronics,Tablets,Mobile,26525.22,59,7570.45
North,Groceries,Bakery,Mobile,16260.48,64,3887.36
East,Sports,Outdoor,Mobile,1304.24,17,200.07
East,Electronics,Phones,Online,42929.26,166,4162.55
North,Sports,Outdoor,In-Store,26313,70,5442.96
North,Furniture,Bedroom,Mobile,42888,150,8642.28
North,Beauty,Haircare,In-Store,20612.34,114,6529.55
East,Sports,Gym,Online,53992.5,138,2931.89
North,Sports,Gym,In-Store,53277.12,156,9383.74
South,Electronics,Phones,In-Store,9140.04,189,3189
South,Electronics,Accessories,Online,2266.35,145,982.53
South,Groceries,Dairy,Online,1314.32,8,296.13
East,Sports,Outdoor,In-Store,11951.34,102,2832.51
South,Groceries,Dairy,In-Store,7511.92,104,2778.29
South,Clothing,Women,In-Store,14341.92,48,4986.81
North,Furniture,Bedroom,Online,8259.75,75,859.39
East,Beauty,Makeup,In-Store,35975.68,92,2554.77
South,Beauty,Makeup,Mobile,637.02,2,54.61
North,Beauty,Skincare,In-Store,2519.19,23,294.4
South,Clothing,Women,In-Store,26384.4,90,3435.44
South,Beauty,Haircare,In-Store,4854.8,53,2176.89
South,Clothing,Men,Online,28203.84,144,6532.48
South,Groceries,Produce,In-Store,2913.57,81,228.32
West,Sports,Team Sports,In-Store,73800.79,161,8463.64
West,Beauty,Makeup,Online,19369,100,4244.84
East,Clothing,Men,Mobile,4833.71,199,1744.54
East,Beauty,Haircare,In-Store,16340.95,103,2094.56
South,Groceries,Bakery,Online,44609.33,97,3723.82
South,Beauty,Makeup,Online,77257.62,198,6060.14
West,Groceries,Dairy,Online,6001.52,28,2048.82
North,Beauty,Makeup,Online,743.7,30,333.34
North,Furniture,Office,Mobile,4041,10,300.68
North,Groceries,Produce,Online,6692.73,33,2718.56
North,Beauty,Makeup,In-Store,24370.08,84,10931.35
East,Furniture,Living Room,In-Store,7907.84,32,951.72
West,Groceries,Bakery,In-Store,1017.81,43,58.83
South,Electronics,Laptops,Online,41548.32,172,15654.48
West,Groceries,Produce,Online,8808.84,36,2835.87
North,Sports,Gym,Online,1395.87,119,291.61
North,Electronics,Phones,Mobile,25509.12,52,3756.88
North,Furniture,Office,In-Store,51742.75,139,15885.18
West,Furniture,Bedroom,Online,29668.28,172,5112.16
South,Beauty,Skincare,Mobile,17214.25,185,7492.15
North,Groceries,Bakery,Mobile,15092.43,51,950.45
North,Electronics,Accessories,In-Store,3838.38,133,1368.21
North,Groceries,Produce,Online,2617.82,19,241.09
West,Sports,Team Sports,Online,73430.22,177,22868.04
East,Sports,Team Sports,Mobile,22689.24,84,5088.56
West,Sports,Gym,Mobile,33983.2,80,8545.88
North,Groceries,Dairy,Online,41825.7,126,3046.97
North,Sports,Team Sports,Online,35671.45,145,3172.13
North,Furniture,Office,Online,59610.65,121,12670.75
East,Furniture,Bedroom,Mobile,1723.62,46,696.27
South,Clothing,Kids,Mobile,2128.6,5,370.39
West,Furniture,Office,In-Store,1597.7,65,139.27
South,Groceries,Produce,Mobile,63344.52,179,5264.17
West,Groceries,Produce,Mobile,16258.47,69,4405.26
South,Groceries,Bakery,Mobile,1731.9,138,422.87
South,Furniture,Living Room,In-Store,6208.02,21,611.57
West,Beauty,Haircare,Mobile,11304.5,115,2711.17
South,Clothing,Women,Online,28996.66,77,9197.97
West,Groceries,Bakery,Online,29183.4,186,3168.43
North,Furniture,Office,Online,12011.56,44,1358.71
North,Groceries,Dairy,In-Store,51124.68,118,11613.55
North,Groceries,Dairy,Online,1004.37,3,191.21
West,Furniture,Office,Mobile,31441.6,160,9113.45
North,Sports,Outdoor,Mobile,14973.84,56,904.72
East,Sports,Gym,Mobile,39862.5,150,8242.02
North,Groceries,Produce,Online,37173.06,138,5561
North,Sports,Gym,In-Store,25698.96,56,1798.94
West,Groceries,Produce,Online,51380.52,103,6880.08
North,Sports,Team Sports,In-Store,12454.26,39,3589.28
East,Sports,Team Sports,Online,57466.76,169,18400.74
North,Sports,Team Sports,Online,33837.56,86,13185.25
West,Sports,Gym,Online,9800.76,53,3792.77
South,Sports,Outdoor,Mobile,8493.87,77,1080.15
East,Clothing,Kids,In-Store,30163.97,193,10694.53
West,Electronics,Phones,In-Store,4561.04,22,621.79
South,Sports,Gym,In-Store,31802.1,66,1960.17
South,Sports,Gym,Online,28340.71,139,8288.28
West,Clothing,Women,In-Store,2762.65,11,599.15
South,Furniture,Bedroom,In-Store,32309.48,161,8472.31
West,Beauty,Haircare,Online,2993.2,140,544.41
South,Sports,Team Sports,In-Store,30778.86,174,13402.94
East,Electronics,Phones,Online,30807,175,11744.8
East,Sports,Team Sports,Online,39239.72,118,10764.29
South,Beauty,Haircare,Mobile,25440.58,197,10458.37
South,Sports,Outdoor,In-Store,11286.24,24,3217.96
South,Beauty,Haircare,Mobile,49939.2,136,8144.98
East,Groceries,Produce,Online,21540.26,53,3986.5
West,Furniture,Bedroom,Online,106.61,1,28.33
East,Groceries,Dairy,Online,9721.8,22,4235.41
South,Electronics,Accessories,Online,1634.28,4,650.71
North,Electronics,Laptops,In-Store,29816.16,88,7139.17
East,Groceries,Bakery,Online,62596.3,130,15491.12
South,Sports,Team Sports,In-Store,6432.18,158,1327.88
South,Clothing,Women,Online,29137.2,60,9822.28
North,Electronics,Tablets,Mobile,9599.04,176,2552.47
South,Furniture,Bedroom,In-Store,62878.47,129,21360.54
North,Electronics,Tablets,Mobile,40513.35,115,8355.49
West,Electronics,Phones,In-Store,25170.6,78,5999.38
South,Furniture,Bedroom,Mobile,10177.44,52,2270.47
East,Electronics,Laptops,In-Store,49463.37,187,6660.86
South,Groceries,Produce,In-Store,34286.45,187,9871.95
West,Clothing,Women,In-Store,24447,100,3687.91
North,Groceries,Produce,Online,35592.68,163,14156.16
North,Clothing,Kids,In-Store,57802.14,198,22090.65
West,Groceries,Produce,In-Store,3077.1,13,647.72
North,Groceries,Bakery,Mobile,3996.08,76,201.84
South,Clothing,Women,In-Store,2615.11,17,587.75
North,Sports,Gym,Online,60039.98,182,19873.17
East,Electronics,Accessories,In-Store,1209.88,116,69.35
West,Clothing,Kids,Mobile,13630.26,46,2792.08
South,Clothing,Kids,In-Store,2764.48,32,723.73
North,Clothing,Kids,Online,11425.4,70,1800.53
South,Electronics,Laptops,Online,20109.54,66,3892.12
South,Electronics,Tablets,Mobile,76618.92,159,12765.83
South,Clothing,Kids,Mobile,70341.25,175,30769.02
West,Electronics,Accessories,Online,5540.09,53,864.01
West,Sports,Team Sports,In-Store,18844.56,84,1895.82
East,Clothing,Men,In-Store,1286.12,11,444.25
West,Electronics,Tablets,Online,34683.88,154,3111.73
North,Furniture,Office,Mobile,13099.5,150,3684.47
South,Groceries,Dairy,Online,23953.54,181,10512.52
North,Furniture,Living Room,Online,35782.68,124,13594.8
West,Sports,Gym,In-Store,66869.12,163,16561.95
West,Clothing,Women,Mobile,50175.84,129,9700.88
West,Clothing,Men,In-Store,26424.44,133,11083.35
North,Beauty,Makeup,Mobile,53811.35,149,16308.21
South,Sports,Gym,Mobile,10771.2,198,4399.39
East,Beauty,Skincare,Online,74140.88,173,22654.51
South,Groceries,Dairy,Online,29146.26,78,8239.86
South,Groceries,Produce,In-Store,989.8,70,65.39
East,Beauty,Makeup,In-Store,80093.55,179,8680.53
South,Clothing,Women,Mobile,9245.44,128,1925.88
North,Clothing,Kids,Mobile,12664.08,132,4325.25
North,Beauty,Haircare,In-Store,11778.76,92,1835.52
North,Groceries,Dairy,Online,17510,170,5901.37
East,Groceries,Bakery,Online,4168.14,127,1080.19
East,Sports,Team Sports,In-Store,16543.56,151,4015.86
West,Electronics,Accessories,Mobile,18391.28,136,4185.39
North,Electronics,Laptops,Online,2615.8,164,468.32
North,Furniture,Office,Online,20186.04,196,7768.41
West,Electronics,Laptops,In-Store,5331.63,69,709.87
North,Beauty,Skincare,Online,15406.02,126,4726.82
North,Furniture,Living Room,Online,12724.52,92,2466.73
North,Furniture,Office,In-Store,37378.31,193,6688.88
West,Beauty,Makeup,In-Store,46501.58,109,5167.31
South,Clothing,Women,In-Store,8335.14,173,1391.44
North,Sports,Team Sports,In-Store,23993.9,151,6099.82
West,Groceries,Produce,Mobile,8079.24,26,2312.94
West,Furniture,Living Room,Online,27960.36,164,2273.27
West,Sports,Team Sports,In-Store,35596.5,150,6003.25
North,Sports,Gym,Mobile,33547.9,74,13178.46
South,Groceries,Dairy,In-Store,43748.82,153,15181.94
South,Sports,Team Sports,In-Store,69552,184,15519.95
East,Sports,Outdoor,Mobile,39948.72,84,6541.02
West,Sports,Outdoor,Online,1281.4,4,292.41
South,Furniture,Living Room,In-Store,11562.86,67,4264.62
South,Beauty,Haircare,Mobile,64399.68,144,15116.43
East,Sports,Outdoor,Mobile,26483.38,58,9185.39
West,Electronics,Phones,Mobile,1289.6,32,453.01
East,Groceries,Produce,In-Store,924.84,12,344.45
South,Furniture,Office,Online,10955.88,156,4234.98
South,Furniture,Office,In-Store,5486.07,17,2422.65
West,Clothing,Kids,In-Store,4937.34,71,1245.43
South,Furniture,Living Room,Online,11165.76,96,951.98
South,Electronics,Laptops,Online,33631.09,79,10916.85
East,Clothing,Kids,Mobile,18975.2,40,4567.99
North,Clothing,Women,Mobile,41835.77,199,2884.09
North,Clothing,Kids,Mobile,9972.48,21,1279.63
South,Clothing,Kids,Mobile,20089.52,44,6826.7
East,Furniture,Office,Online,3448.88,76,540.76
West,Sports,Gym,Online,12447.26,67,2867.6
West,Clothing,Kids,In-Store,6286.54,13,2367.15
East,Furniture,Bedroom,Mobile,21638.64,58,8286.33
East,Groceries,Produce,Mobile,23118.56,59,2422.5
North,Sports,Outdoor,Online,3855.24,9,841.24
South,Electronics,Tablets,Mobile,33068.88,104,1886.41
East,Beauty,Haircare,In-Store,18196.08,84,1967.98
South,Sports,Gym,Mobile,20316.32,76,7941.07
East,Sports,Gym,In-Store,60439.6,130,15659.52
East,Beauty,Haircare,Mobile,945.6,96,370.2
West,Furniture,Living Room,Mobile,11479.68,48,736.88
East,Furniture,Bedroom,Mobile,21920.8,176,7999.7
South,Groceries,Dairy,In-Store,82635.8,185,7608.08
East,Sports,Team Sports,Online,97788.6,199,31186.09
North,Electronics,Phones,In-Store,54236.62,127,23101.15
West,Furniture,Office,Online,6341.25,19,763.14
East,Sports,Outdoor,Online,18764.12,106,4053.13
East,Electronics,Laptops,Online,21372.48,82,4861.73
South,Beauty,Skincare,Mobile,17601.57,139,7559.2
East,Beauty,Skincare,Mobile,91355.3,191,39778.93
West,Electronics,Phones,In-Store,13846.52,82,2242.95
West,Groceries,Bakery,Online,577.36,8,232.01
South,Clothing,Kids,Online,43318.8,126,7672.53
West,Beauty,Skincare,Mobile,18005.52,174,7813.19
North,Electronics,Laptops,Online,36137.76,158,8297.47
East,Sports,Gym,Online,16346.33,161,1045.73
North,Beauty,Haircare,Mobile,46153.53,141,19502.98
North,Beauty,Skincare,In-Store,3142.3,134,276.05
East,Furniture,Bedroom,Online,70255.9,187,27730.6
East,Sports,Gym,Online,96909.02,199,19160.96
North,Beauty,Skincare,Online,42999.16,167,7511.78
South,Beauty,Haircare,Mobile,11630.88,123,4706.49
North,Beauty,Makeup,Mobile,13328.28,54,5976.93
West,Clothing,Men,Online,27332.7,155,9974.95
West,Sports,Team Sports,In-Store,16967.7,85,3973.4
South,Sports,Team Sports,In-Store,2218.4,40,417.95
East,Groceries,Produce,Online,60087.43,151,5683.23
North,Groceries,Dairy,In-Store,32653.06,131,4022.02
West,Furniture,Living Room,Online,42179.2,98,17653.48
North,Clothing,Women,Mobile,17446.8,186,1763.32
South,Electronics,Laptops,Mobile,46120.88,104,5809.86
West,Clothing,Men,Mobile,51545.37,141,15742.63
South,Beauty,Makeup,In-Store,41543.25,123,7627.73
West,Furniture,Office,Online,9988.25,25,4420.89
East,Sports,Team Sports,In-Store,63950.81,157,19584.21
East,Electronics,Tablets,In-Store,61725.25,185,21880.77
South,Sports,Gym,Mobile,633.6,72,283.76
North,Furniture,Living Room,Mobile,30051.8,139,8496.48
North,Electronics,Tablets,Online,9311.01,149,1465
East,Sports,Team Sports,Mobile,15173.76,96,5799.26
West,Clothing,Men,Online,1613.16,36,699.72
South,Electronics,Phones,In-Store,25091.92,74,6559.85
South,Electronics,Laptops,In-Store,8063.98,19,2559.46
South,Electronics,Accessories,In-Store,20953.46,101,6815.39
South,Sports,Outdoor,In-Store,28010.25,59,6503.66
East,Beauty,Haircare,In-Store,7515.42,33,1268.39
West,Groceries,Produce,In-Store,73353.08,167,11702.84
West,Groceries,Dairy,Mobile,26196.07,131,7191.86
East,Electronics,Laptops,In-Store,27710.2,70,11328.92
North,Electronics,Laptops,Online,49358.22,191,9887.02
South,Groceries,Dairy,In-Store,71468.25,175,10648.9
West,Sports,Gym,Online,5311.96,164,783.03
South,Sports,Team Sports,In-Store,13.29,1,4.43
North,Sports,Team Sports,In-Store,4310.46,99,1317.12
East,Beauty,Haircare,In-Store,3835.53,9,1337.14
East,Groceries,Bakery,Online,57278.55,147,13914.62
North,Groceries,Produce,Online,13482.03,113,5446.87
South,Clothing,Men,Online,11881.44,36,3017.44
East,Furniture,Living Room,Online,7570.78,34,2985.36
North,Electronics,Tablets,Mobile,53030.64,156,5632.55
South,Electronics,Laptops,Mobile,7389.86,38,1216.05
West,Electronics,Phones,Online,1898.71,11,430.37
West,Beauty,Makeup,In-Store,42413,166,5470.47
West,Beauty,Haircare,Mobile,5046.48,12,1799.41
North,Furniture,Office,Mobile,2199.75,175,122.56
East,Clothing,Kids,In-Store,6885.18,29,943.18
South,Clothing,Women,In-Store,52603.44,136,6550.72
West,Groceries,Bakery,In-Store,28606.05,99,4918.7
East,Furniture,Living Room,Mobile,20707.7,85,9103.04
West,Beauty,Makeup,In-Store,5426.05,185,2187.73
East,Sports,Team Sports,Mobile,6949.68,138,1149.59
West,Sports,Outdoor,In-Store,44674.32,101,3121.14
West,Electronics,Accessories,In-Store,43970.85,105,7314.22
West,Electronics,Accessories,Online,24179.31,81,9756.47
West,Electronics,Accessories,In-Store,2635.8,115,212.33
East,Groceries,Dairy,Online,37025.47,83,11703.48
East,Beauty,Skincare,Online,5871.36,32,1226.97
North,Electronics,Laptops,Mobile,3631.25,175,936.77
North,Electronics,Tablets,Mobile,2984.06,31,206.45
South,Furniture,Bedroom,Mobile,50556,120,8706.67
East,Groceries,Dairy,Mobile,28925.82,154,10999.13
South,Electronics,Accessories,Mobile,12852,136,4310.3
West,Beauty,Skincare,Online,51277.35,115,4307.26
South,Beauty,Makeup,In-Store,13414.74,71,3416.58
North,Clothing,Men,Online,1385.52,184,99.6
East,Clothing,Kids,In-Store,16697.12,176,2099.36
South,Sports,Team Sports,Online,75853.28,164,24323.09
North,Electronics,Tablets,In-Store,663.42,6,214.72
South,Groceries,Bakery,Mobile,10811.79,99,1429.33
North,Electronics,Laptops,Online,24741.9,74,7739.74
South,Furniture,Office,Online,11729.97,63,3504.23
South,Electronics,Tablets,Online,21428.84,68,2754.47
East,Clothing,Kids,Mobile,65931.6,141,8364.45
East,Groceries,Dairy,Online,51548.76,153,17320.25
North,Sports,Gym,Online,39852.56,121,13794.74
North,Electronics,Phones,In-Store,6736.5,75,2007.42
South,Clothing,Kids,Mobile,6584.9,70,2011.3
West,Sports,Gym,Mobile,39192.48,136,13575.97
South,Clothing,Women,Online,17736.32,37,6097.78
West,Clothing,Women,Online,4160.58,51,272.5
South,Furniture,Office,In-Store,6417.45,195,2490.08
North,Clothing,Men,In-Store,35558.88,133,6149.79
West,Groceries,Produce,In-Store,3248.7,30,998.82
North,Furniture,Office,Online,9658.44,44,3941.94
West,Sports,Team Sports,Online,6936.26,157,2742.54
North,Sports,Gym,Online,26997.6,168,2706.01
West,Groceries,Produce,In-Store,79142.36,188,16197.65
East,Beauty,Makeup,In-Store,12149.06,46,5127.68
East,Electronics,Phones,In-Store,297.96,12,25.06
West,Clothing,Kids,Online,38916.4,85,15014.32
West,Furniture,Bedroom,In-Store,13781.6,161,1229.19
South,Groceries,Dairy,In-Store,12356.76,178,3372.51
West,Sports,Team Sports,Online,57287.16,179,11647.06
West,Furniture,Office,Mobile,65112.44,197,24601.13
West,Electronics,Tablets,In-Store,19529.51,77,6324.86
South,Electronics,Tablets,Online,21998.72,148,2545.25
West,Furniture,Living Room,In-Store,3211.6,148,747.31
South,Beauty,Makeup,In-Store,34246.8,151,11618.54
East,Clothing,Women,Mobile,28627.5,150,1809.33
West,Sports,Team Sports,In-Store,18803.04,129,3711.99
North,Sports,Team Sports,In-Store,32277.9,170,4073.02
West,Sports,Team Sports,Online,13717.08,36,1868.69
South,Clothing,Kids,Mobile,5726.31,23,1676.15
South,Clothing,Kids,In-Store,15686.97,57,2557.15
East,Clothing,Men,Online,28952.4,120,12941.32
North,Sports,Team Sports,Online,2556.06,6,549.23
South,Groceries,Produce,In-Store,40095.03,167,15185.85
East,Electronics,Accessories,In-Store,8814.57,129,1543.84
South,Beauty,Makeup,Online,70054.6,154,4735.68
North,Groceries,Bakery,Online,17822.4,158,4469.5
East,Sports,Outdoor,Mobile,20928.96,52,6303.36
West,Beauty,Makeup,In-Store,36369.96,118,12973.71
North,Sports,Team Sports,Mobile,366.72,6,55.9
West,Furniture,Office,In-Store,1127.84,8,152.41
East,Clothing,Women,Mobile,22584,150,4938.24
East,Groceries,Dairy,In-Store,8547.36,24,597.81
East,Clothing,Men,Mobile,2892.02,46,317.44
North,Groceries,Bakery,In-Store,6811.56,68,390.55
East,Beauty,Makeup,Mobile,369.93,3,96.2
North,Furniture,Living Room,Online,20580.99,57,4548.86
North,Groceries,Bakery,Mobile,61957.18,149,12054.32
North,Furniture,Office,Online,6892.2,28,2599.67
North,Furniture,Bedroom,In-Store,48819.11,167,6645.93
West,Furniture,Office,In-Store,1268.19,183,227.68
North,Sports,Outdoor,Online,8518.4,20,1251.23
West,Groceries,Produce,In-Store,19422.28,94,3186.67
South,Groceries,Dairy,In-Store,60229.56,181,6929.85
South,Clothing,Women,Mobile,15870.69,51,5758.04
East,Groceries,Produce,Online,9954.86,38,3181.7
East,Furniture,Bedroom,In-Store,66382.56,144,12987.88
West,Groceries,Dairy,In-Store,40912.4,92,13775.1
East,Sports,Outdoor,Online,62800.23,159,25508.23
South,Groceries,Produce,In-Store,8419.44,24,1867.99
West,Beauty,Haircare,Mobile,73048.92,199,23620.63
East,Sports,Outdoor,Online,28207.65,173,1504
West,Furniture,Office,Online,3604.5,89,1431.78
West,Electronics,Laptops,Mobile,18009.25,41,4521.92
South,Electronics,Tablets,In-Store,11517.22,143,1425.73
West,Electronics,Accessories,Mobile,38244.15,135,12851.98
South,Beauty,Haircare,Online,18757.5,50,6758.96
North,Clothing,Women,In-Store,19579.6,155,1459.84
South,Electronics,Phones,Online,376.5,1,39.53
North,Beauty,Makeup,Mobile,44304.08,94,15500.66
East,Furniture,Office,Online,29112.48,144,7025.53
West,Clothing,Men,Online,17254.72,56,3923.52
South,Electronics,Phones,Online,6460.5,177,1735.8
East,Sports,Outdoor,In-Store,9196.42,134,1608.94
West,Groceries,Bakery,In-Store,2508.48,48,701.86
South,Furniture,Bedroom,Mobile,14146.86,78,4017.48
West,Beauty,Makeup,Online,27465.68,88,6970.62
North,Furniture,Bedroom,Mobile,85363.56,177,12303.9
West,Clothing,Women,In-Store,26925.64,74,4100.25
South,Clothing,Women,In-Store,36332.4,170,10762.11
East,Beauty,Makeup,In-Store,1713.45,5,334.45
West,Beauty,Skincare,Mobile,3374.93,13,1355.85
West,Clothing,Kids,In-Store,5438.16,84,1169
East,Sports,Outdoor,Mobile,9048.65,65,457.11
East,Sports,Team Sports,Online,39171.24,106,12791.77
South,Sports,Outdoor,Mobile,29956.48,64,8865.8
North,Clothing,Men,In-Store,30071.01,111,5679.17
West,Clothing,Women,In-Store,8342.75,65,1917.29
East,Furniture,Office,Online,18193.3,43,6291.55
West,Electronics,Laptops,Mobile,13849.82,58,4600.83
West,Electronics,Phones,In-Store,2328.87,149,778.65
North,Electronics,Laptops,Online,21477.96,63,8017.03
East,Sports,Team Sports,In-Store,59278.6,166,21029.87
North,Groceries,Dairy,Mobile,37005.98,118,14965.26
East,Groceries,Produce,In-Store,37117.38,142,14235.62
West,Furniture,Living Room,In-Store,53064.51,183,6851.79
West,Beauty,Skincare,Online,45577.5,118,4599.32
East,Clothing,Kids,Online,11970,84,3834.13
East,Electronics,Phones,Online,38608.2,89,10733.96
West,Electronics,Phones,Mobile,41350.5,135,4250.25
South,Groceries,Dairy,Mobile,6804.78,69,1630.13
North,Sports,Gym,Online,63625.8,140,12612.01
West,Groceries,Dairy,Online,6167.59,19,2551.09
North,Beauty,Makeup,Online,3950.05,13,1150.32
East,Beauty,Makeup,In-Store,50744.88,123,15763.57
East,Beauty,Skincare,Online,71938.59,173,15397.7
North,Beauty,Makeup,Mobile,31103.52,84,12467.36
West,Furniture,Living Room,Mobile,25842.28,148,5678.76
North,Electronics,Accessories,Online,9958.32,72,1072.66
East,Beauty,Makeup,Online,51840.58,134,7685.88
East,Furniture,Bedroom,Online,66885.21,189,4823.69
North,Beauty,Haircare,Mobile,26814.91,59,1373.8
West,Beauty,Skincare,In-Store,799.54,7,250.21
West,Beauty,Haircare,Online,18586.58,74,1969.99
North,Electronics,Accessories,Mobile,2763.24,12,304.8
East,Clothing,Women,Mobile,3314.3,131,230.45
South,Clothing,Women,Online,46678.44,118,20316.61
East,Groceries,Dairy,In-Store,37491.2,128,6298.07
West,Electronics,Tablets,In-Store,41486.72,176,14035.35
East,Furniture,Bedroom,Online,3581.76,16,565.16
South,Sports,Gym,Online,45473.65,95,14922.83
West,Furniture,Office,In-Store,60627.1,170,24098.93
West,Furniture,Office,Online,35657.44,112,14792.86
West,Groceries,Produce,In-Store,46035.22,179,18834.97
South,Electronics,Tablets,Online,5859.36,18,2493.98
West,Sports,Gym,Online,16245.9,45,2834.91
North,Groceries,Dairy,Mobile,1410.69,177,426.79
North,Sports,Outdoor,Mobile,39977.9,95,7231.35
North,Sports,Team Sports,In-Store,76758,165,13731.68
West,Beauty,Skincare,In-Store,12878,47,834.32
North,Electronics,Tablets,Mobile,11780.31,93,4595.54
North,Clothing,Women,Online,934.7,13,100.24
South,Sports,Team Sports,In-Store,18159.88,92,4889.51
North,Furniture,Living Room,In-Store,69582.37,169,7198.66
South,Sports,Gym,Mobile,61852.92,129,5827.72
North,Clothing,Men,In-Store,40217.2,145,15455.03
East,Beauty,Makeup,Mobile,42614.4,192,12801.85
South,Beauty,Makeup,Mobile,1245.03,47,228.82
West,Electronics,Tablets,In-Store,51272.52,138,16900.4
East,Sports,Outdoor,Online,38185.54,157,9262.47
South,Electronics,Accessories,In-Store,11233.92,48,4162.06
North,Clothing,Kids,Mobile,13925.34,66,2312.87
East,Furniture,Living Room,In-Store,8534.26,94,3418.55
East,Electronics,Laptops,Mobile,26935.2,144,6875.94
South,Groceries,Dairy,Mobile,32002.5,85,10053.48
West,Furniture,Bedroom,Online,2768.7,110,836.75
North,Groceries,Dairy,Mobile,9621.69,39,682.32
North,Clothing,Men,Online,6982.44,124,2976.26
North,Electronics,Accessories,Online,2846.34,6,316.05
East,Electronics,Laptops,In-Store,71284.45,197,25889.35
West,Sports,Team Sports,Online,45680.28,101,9540.61
East,Groceries,Produce,Online,46532.72,104,9857.73
West,Sports,Gym,In-Store,10096.24,28,3322.63
North,Beauty,Skincare,In-Store,9889.36,74,3997.92
West,Groceries,Produce,In-Store,1207.35,9,262.98
West,Groceries,Dairy,Mobile,25043.08,74,3414.59
South,Sports,Team Sports,Online,34881.98,82,4469.64
North,Electronics,Phones,In-Store,55624.14,198,17489.62
West,Electronics,Laptops,Online,2152.5,150,512.89
South,Furniture,Bedroom,In-Store,3597.37,119,1366.49
South,Clothing,Women,In-Store,8902.38,23,2299.34
East,Electronics,Laptops,Mobile,26699.4,105,9752
West,Clothing,Kids,In-Store,59715.76,134,8118.05
West,Sports,Team Sports,In-Store,33988.28,139,5117.13
North,Beauty,Skincare,Mobile,22866.6,46,9457.3
North,Clothing,Kids,Online,75492.35,167,5632.69
East,Electronics,Tablets,Online,3103.68,53,1378.08
West,Sports,Outdoor,Mobile,74047.12,184,26310.33
West,Groceries,Bakery,In-Store,13047.33,51,1585.81
North,Electronics,Laptops,Mobile,12841,50,4325.09
South,Clothing,Women,Online,57823.75,125,6648.49
South,Beauty,Skincare,In-Store,4098.33,129,1030.5
West,Furniture,Living Room,In-Store,47894.4,180,20425.52
North,Sports,Gym,Mobile,8870.4,45,1136.66
East,Clothing,Kids,Online,27296.92,196,6955.49
South,Clothing,Kids,Mobile,70461.12,152,29124.52
West,Groceries,Produce,Online,5538.4,140,1164.1
West,Furniture,Bedroom,In-Store,8551.8,36,3583.02
South,Furniture,Bedroom,In-Store,483,46,153.92
South,Groceries,Bakery,Mobile,10959.84,177,3071.22
East,Furniture,Office,Mobile,15099,105,2254.59
East,Sports,Team Sports,Mobile,40122.24,192,2671.33
North,Clothing,Men,Online,58299.54,123,22709.8
