age_group,gender,region,diet_type,bmi,sleep_hours,health_score
45-54,Male,West,Vegan,38.17,7.53,92.72
45-54,Male,Southwest,Omnivore,35.34,6.5,52.44
45-54,Female,Midwest,Vegan,34.17,7.74,62.13
55+,Male,Northeast,Keto,32.68,7.17,73.01
25-34,Female,Northeast,Vegan,39.6,8.13,82.17
45-54,Female,West,Vegetarian,40.41,5.22,70.17
18-24,Male,Midwest,Omnivore,30.71,6.27,38.53
45-54,Male,Southwest,Omnivore,25.56,5.03,99.27
18-24,Male,Midwest,Omnivore,28.73,4.14,76.1
18-24,Female,Southeast,Omnivore,17.6,6.03,50.16
55+,Female,Southwest,Keto,33.5,6.93,51.76
35-44,Male,West,Vegan,18.28,8.21,77.78
35-44,Male,Southeast,Keto,25.35,5.02,85.13
25-34,Female,Southeast,Vegetarian,32.49,9.4,79.92
25-34,Female,Midwest,Keto,26.73,8.2,35.46
35-44,Female,Southwest,Vegan,20.35,7.24,47.65
25-34,Female,Midwest,Vegetarian,21.3,8.11,74.61
45-54,Male,Southwest,Keto,16.15,9.71,97.01
25-34,Male,Southwest,Vegetarian,17.88,7.96,31.45
35-44,Male,Midwest,Vegetarian,29.34,9.77,63.39
25-34,Male,Northeast,Vegetarian,25.34,6.37,53.35
25-34,Male,Northeast,Vegetarian,26.72,9.74,85.58
25-34,Female,Southeast,Vegan,20.99,9.17,72.28
18-24,Male,Southeast,Keto,19.21,8.24,81.84
55+,Male,Southwest,Omnivore,22.56,9.55,77.52
35-44,Female,Northeast,Vegetarian,26.21,7.79,70.42
18-24,Female,Northeast,Vegan,40.19,6.17,67.71
35-44,Male,Midwest,Omnivore,22.5,7.24,87.19
35-44,Female,Southwest,Omnivore,28.58,4.89,51.36
18-24,Female,West,Vegetarian,25.28,6.63,86.32
18-24,Female,Midwest,Vegan,29.79,8.72,41.48
35-44,Female,Midwest,Keto,21.33,9.51,99.12
25-34,Female,Midwest,Omnivore,32.78,5.83,46.97
35-44,Male,Midwest,Omnivore,29.8,5.87,97.71
55+,Female,West,Vegan,16.02,8.29,44.04
18-24,Female,Northeast,Vegan,21.56,6.07,35.27
35-44,Male,Northeast,Keto,19.5,4.78,91.51
35-44,Male,Southeast,Keto,26.29,5.44,65.79
55+,Female,Southeast,Keto,41.11,5.07,89.86
45-54,Male,Southwest,Vegetarian,41.3,7.18,77.18
45-54,Male,Midwest,Vegetarian,29.48,4.06,97.99
18-24,Male,West,Vegetarian,17.88,6.93,73.35
35-44,Male,Midwest,Omnivore,33.06,7.43,64.85
18-24,Male,Midwest,Omnivore,29,7.58,99.46
18-24,Female,Southeast,Omnivore,26.83,9.02,64.2
55+,Male,Midwest,Keto,34.09,9.52,39.31
55+,Male,Southwest,Omnivore,39.5,9.78,85.39
25-34,Male,Southwest,Vegetarian,28.58,6.96,95.85
35-44,Male,Midwest,Omnivore,31.19,7.44,59.43
55+,Male,West,Vegetarian,24.19,5.33,45.02
18-24,Female,West,Vegan,17.07,8.82,91.52
45-54,Female,Midwest,Vegetarian,24.21,4.18,80.16
25-34,Male,Southeast,Keto,26.02,6.2,33.63
45-54,Female,Northeast,Keto,33.15,9.46,43.49
18-24,Male,Midwest,Keto,32.7,5.29,99.72
55+,Male,Northeast,Vegan,32.76,6.28,46.23
25-34,Female,Northeast,Vegetarian,41.63,4.54,31.61
18-24,Female,Northeast,Vegan,37.58,7.55,46.35
45-54,Male,Midwest,Vegan,28.18,5.17,67.3
35-44,Female,Southeast,Keto,22.19,9.11,57.54
25-34,Male,Midwest,Vegan,38.83,6.7,77.86
55+,Female,Northeast,Vegetarian,25.95,8.81,61.15
45-54,Female,Midwest,Vegan,31.01,8.74,93.71
45-54,Male,Southwest,Keto,33.81,7.56,40.72
18-24,Female,West,Keto,38.86,7.03,50.55
18-24,Female,Midwest,Keto,28,8.31,46.37
18-24,Male,West,Vegetarian,36.67,4.88,58.35
55+,Male,Southeast,Omnivore,27.39,9.98,34.53
55+,Female,Northeast,Vegan,37.47,8.31,97.26
45-54,Female,Midwest,Vegan,26.52,6.17,37.7
45-54,Female,Midwest,Vegetarian,33.94,7.79,30.82
35-44,Male,West,Keto,35.53,7.6,87.04
18-24,Male,Southwest,Vegan,23.96,9.42,37.44
35-44,Male,West,Omnivore,19.12,4.92,44.68
45-54,Male,Southeast,Vegan,32.56,9.19,69.47
25-34,Female,Midwest,Vegan,30.02,5.57,79.2
45-54,Male,West,Vegetarian,33.48,6.53,59.16
18-24,Female,Southwest,Vegan,28.82,4.7,70.53
18-24,Male,Midwest,Omnivore,29.11,4.81,59.47
18-24,Female,Northeast,Vegan,37.98,9.34,39.97
35-44,Female,Northeast,Omnivore,20.71,5.21,63.16
25-34,Male,Southwest,Omnivore,29.57,8.81,73.75
25-34,Male,Southeast,Omnivore,21.5,6.32,93.68
45-54,Female,Northeast,Vegetarian,33.07,6.23,42.79
18-24,Male,Midwest,Vegetarian,25.09,6.56,39.36
35-44,Female,Midwest,Keto,16.16,4.08,96.93
45-54,Female,Southwest,Keto,37.83,7.2,87.36
55+,Male,Northeast,Keto,27.51,5.36,61
25-34,Female,Northeast,Keto,22.7,4.23,37.56
55+,Female,Southwest,Keto,21.18,4.51,48.84
25-34,Male,West,Omnivore,38.42,5.87,63.86
45-54,Female,Southeast,Keto,24.57,9.62,44.8
25-34,Male,Southwest,Omnivore,31.24,8.98,97.48
55+,Female,West,Vegetarian,19.68,4.79,55.33
45-54,Female,Southeast,Vegetarian,20.95,7,77.89
25-34,Female,Southeast,Vegan,37.58,7.11,79.57
18-24,Male,Midwest,Vegan,36.96,9.62,47.44
25-34,Male,Midwest,Vegetarian,39.02,8.66,84.58
18-24,Female,Southeast,Vegan,40.38,7.65,88.15
45-54,Male,West,Omnivore,33.18,5.66,64.54
35-44,Male,Northeast,Vegetarian,34.76,7.66,37.38
35-44,Male,Southwest,Keto,20.86,9.49,49.94
35-44,Male,Southwest,Vegetarian,35.95,7.54,91.86
45-54,Male,West,Vegan,30.82,4.85,80.63
25-34,Male,Northeast,Vegan,20.91,6.18,55.45
55+,Female,Southeast,Vegetarian,18.61,6,94.59
55+,Male,West,Vegetarian,38.24,9.48,67.2
55+,Male,Northeast,Keto,23.41,7.08,78.7
18-24,Female,Southwest,Vegetarian,36.87,4.76,43.95
55+,Female,Southeast,Vegan,41.11,7.87,88.79
35-44,Male,Southeast,Vegan,18.42,6.08,97.8
18-24,Female,Midwest,Keto,22.12,9.98,84.3
35-44,Female,Southwest,Vegan,33.31,7.04,89.21
45-54,Male,Southwest,Keto,33.61,5.52,80.65
35-44,Female,Midwest,Vegetarian,18.27,8.25,81.47
25-34,Female,Midwest,Vegan,39.38,6.95,44.84
18-24,Female,Southwest,Omnivore,17.14,4.04,91.9
45-54,Male,Southwest,Keto,34.74,8.81,53.59
45-54,Female,West,Vegan,32.72,4.3,49.62
35-44,Female,West,Keto,29.23,4.45,93.64
25-34,Male,Southeast,Vegan,21.98,4.42,79.48
18-24,Female,Southwest,Keto,38.66,4.05,64.76
18-24,Male,Southeast,Omnivore,36.93,9.08,51.42
35-44,Male,Southwest,Omnivore,37.16,4.5,75.66
45-54,Female,West,Vegetarian,31.55,6.51,62.06
45-54,Male,Northeast,Keto,24.55,4.38,59.56
25-34,Female,Southwest,Vegetarian,25.79,5.96,46.39
18-24,Male,Southeast,Vegetarian,16.16,7.55,89.49
55+,Male,West,Omnivore,29.47,4.01,72.85
25-34,Male,Southwest,Keto,29.62,4.26,53.69
18-24,Female,Southeast,Omnivore,17.13,5.59,34.65
25-34,Male,Northeast,Vegetarian,21.34,5.4,36.62
45-54,Female,Southwest,Vegan,40.09,4.33,81.17
18-24,Female,Southwest,Vegan,39.23,6.48,48.91
55+,Male,Midwest,Vegan,24.8,9.71,39.69
55+,Female,Northeast,Omnivore,21.29,6.33,95.1
45-54,Male,West,Keto,16.17,6.37,70.08
55+,Female,Midwest,Omnivore,38.57,8.88,66.94
25-34,Female,Northeast,Vegan,33.01,7.33,49.86
25-34,Female,West,Keto,37.9,4.87,46.03
45-54,Male,Southeast,Keto,38.55,7.42,96.73
55+,Male,Southwest,Omnivore,35.85,5.81,82.57
45-54,Male,West,Vegetarian,17.6,8.64,97.77
55+,Female,Northeast,Keto,36.35,9.51,67.82
45-54,Female,Southeast,Vegetarian,27.14,4.39,31.62
55+,Female,Southwest,Keto,39.11,7.52,85.29
45-54,Female,Midwest,Vegetarian,27.07,6.46,95.02
55+,Male,Midwest,Vegan,17.71,6.35,51.93
45-54,Male,Southeast,Omnivore,21.01,7.08,81.01
18-24,Female,Midwest,Omnivore,35.96,5.97,59.1
35-44,Female,Northeast,Omnivore,33.47,6.1,51.57
45-54,Male,Northeast,Vegan,36.5,4.62,64.3
35-44,Male,Southeast,Vegan,39.79,5.44,43.78
55+,Male,West,Vegan,40.62,9.63,95.91
55+,Female,West,Omnivore,28.7,9.64,35.26
55+,Male,Southeast,Omnivore,34.47,5.06,50.83
35-44,Male,Midwest,Vegetarian,33.19,5.43,75.33
18-24,Female,Southeast,Vegetarian,38.6,8.04,69.06
18-24,Female,Midwest,Vegan,26.09,8.9,60.71
25-34,Male,Northeast,Vegan,35.37,7.59,59.95
35-44,Female,Southwest,Keto,22.91,8.71,50.84
55+,Male,Midwest,Omnivore,28.46,7.79,84.89
25-34,Female,Southeast,Vegetarian,40.32,7.37,96.64
25-34,Female,West,Omnivore,23.88,8.69,49.83
45-54,Female,Northeast,Keto,31.28,6.11,74.58
55+,Male,West,Vegan,26.76,6.1,94.52
18-24,Female,Southwest,Vegetarian,17.95,8.14,55
25-34,Male,West,Keto,27.07,9.03,86.18
25-34,Female,Midwest,Vegetarian,26.46,4.37,90.88
55+,Female,Southeast,Vegetarian,22.38,9.65,31.48
18-24,Female,Midwest,Omnivore,35.5,6.37,37.64
55+,Female,West,Vegan,24.61,5.19,62.6
25-34,Male,Midwest,Keto,35.28,5.6,71.35
18-24,Female,West,Omnivore,17.72,8.03,41.71
55+,Male,Northeast,Vegetarian,39.83,9.18,92.47
55+,Female,Midwest,Keto,37.72,7.35,89.75
35-44,Female,Southwest,Vegan,18.06,5.77,79.99
45-54,Female,Northeast,Keto,26.22,9.62,56.47
55+,Female,Midwest,Vegan,39.12,5.27,77.11
35-44,Male,Midwest,Vegetarian,40.62,8.5,31.82
55+,Male,West,Keto,29.51,7.48,81.75
25-34,Male,Southeast,Vegetarian,23.55,8.13,80.91
18-24,Male,Northeast,Vegan,27.47,6.56,85.64
45-54,Male,West,Vegan,20.42,6.88,35.96
45-54,Male,West,Vegetarian,35.46,7.03,40.45
55+,Male,Northeast,Vegan,40.03,9.23,68.77
45-54,Male,Southeast,Omnivore,38.83,4.92,88.96
45-54,Male,Northeast,Keto,35.37,9.73,50.74
25-34,Female,Southeast,Keto,19.63,4.36,74.26
25-34,Female,Midwest,Vegan,25.31,9.25,82.41
45-54,Female,West,Keto,40.66,4.8,50.4
18-24,Male,Southwest,Vegetarian,39.59,7.71,98.28
45-54,Female,Midwest,Keto,37.2,9.69,64.39
35-44,Male,Southwest,Keto,20.8,7.68,77.95
25-34,Female,Southwest,Vegan,37.94,5.55,55.68
45-54,Female,Southwest,Omnivore,37.47,9.05,95.94
55+,Female,West,Keto,17.21,8.53,79.57
18-24,Male,Midwest,Omnivore,32.82,5.19,46.69
25-34,Female,West,Keto,21.55,9.12,34.07
25-34,Female,Southwest,Vegetarian,24.69,4.01,62.89
35-44,Female,Midwest,Keto,39.6,9.82,48.93
35-44,Male,Southwest,Vegan,21.25,4.99,74.23
25-34,Male,West,Keto,41.87,7.64,40.15
35-44,Male,Midwest,Vegetarian,21.01,9.09,96.6
18-24,Female,Southwest,Vegetarian,24.88,8.54,31.64
55+,Male,Southeast,Vegan,27.34,8.47,61
55+,Female,Southeast,Vegetarian,32.28,8.57,36.11
55+,Female,Midwest,Vegan,34.65,5.75,37.21
25-34,Male,Southwest,Omnivore,31.53,4.4,45.27
25-34,Female,Midwest,Keto,18.89,4.35,46.9
45-54,Male,West,Keto,20.56,6.15,95.11
18-24,Male,Northeast,Vegetarian,32.68,4.03,68.9
45-54,Female,West,Keto,39.46,7.52,40.4
18-24,Female,Northeast,Vegan,29.61,6.5,63.19
18-24,Female,Southwest,Vegetarian,25.98,9.77,41.4
35-44,Male,West,Vegetarian,34.09,8.94,72.47
55+,Male,Midwest,Omnivore,16.73,4.54,54.82
25-34,Male,Midwest,Vegan,28.98,7.3,70.87
18-24,Female,Midwest,Omnivore,22.93,7.22,40.58
18-24,Female,West,Vegetarian,38.03,8.22,81.16
25-34,Male,Southeast,Keto,21.72,4.79,82.61
18-24,Female,West,Keto,32.79,6.41,42.41
25-34,Male,Southwest,Omnivore,37.72,4.33,91.18
55+,Female,Northeast,Vegan,22.5,5.24,85.56
25-34,Female,Midwest,Vegetarian,38.11,8.26,62.43
55+,Female,Southwest,Keto,36.35,8.29,61.91
55+,Female,West,Vegan,30.1,4.95,85.39
18-24,Female,Southeast,Vegan,40.25,8.38,36.76
35-44,Female,Southwest,Vegetarian,40.55,7.99,63.29
55+,Male,Southwest,Vegetarian,35.74,4.51,68.84
35-44,Female,Southwest,Vegetarian,24.02,7.34,66.26
55+,Male,Southeast,Vegetarian,18.99,4.17,61.11
25-34,Male,Southeast,Vegetarian,29.12,7.86,32.68
35-44,Female,Northeast,Vegan,30.25,9.57,71.83
25-34,Male,Midwest,Vegan,30.3,6.49,66.18
18-24,Female,Midwest,Vegan,26.13,4.65,67.35
35-44,Female,Southwest,Vegetarian,30.76,9.79,59.99
25-34,Female,Southeast,Vegetarian,33.91,8.31,48.78
45-54,Male,Northeast,Vegan,22.56,9.96,41.77
35-44,Male,West,Omnivore,21.49,8.2,80.56
35-44,Male,Northeast,Vegetarian,25.55,7.55,30.5
25-34,Male,Northeast,Vegetarian,39.69,8.82,56.37
18-24,Female,Southeast,Omnivore,24.6,9.27,77.04
18-24,Male,Northeast,Vegetarian,18.9,5.9,32.39
25-34,Male,Northeast,Vegan,29.78,6.5,78.47
35-44,Female,Northeast,Omnivore,34.21,4.14,78.35
18-24,Male,West,Omnivore,35.11,9.47,64.81
55+,Female,Midwest,Keto,33.97,8.98,75.84
45-54,Female,Midwest,Vegan,22.86,8.25,31.94
25-34,Female,Midwest,Vegan,35.89,7.31,99.62
35-44,Male,West,Omnivore,22.48,6.31,81.47
18-24,Female,West,Vegan,35.27,6.51,70.03
18-24,Male,West,Vegan,24.35,5.45,91.62
55+,Female,West,Vegan,22.41,5.33,43.17
45-54,Female,Midwest,Vegetarian,31.84,7.75,52.47
18-24,Male,Southwest,Vegetarian,19.12,4.91,66.52
25-34,Male,Midwest,Omnivore,27.28,8.57,38.97
55+,Female,Northeast,Keto,31.26,4.62,52.17
25-34,Male,Northeast,Omnivore,16.87,9.17,37.39
18-24,Male,Southeast,Omnivore,16.54,8.64,67.03
18-24,Male,Southeast,Keto,30.07,8.52,33.21
25-34,Female,Southwest,Vegan,37.99,9.55,91.09
35-44,Male,West,Keto,36.44,8.9,82.65
18-24,Female,West,Vegan,37.67,9.99,94.23
45-54,Male,Southwest,Vegetarian,22.62,4.34,53.85
18-24,Female,Southeast,Omnivore,36.05,8.21,77.45
18-24,Male,Southwest,Keto,18.77,9.75,35.22
18-24,Male,Northeast,Vegetarian,41.8,9.91,86.85
35-44,Female,Northeast,Keto,18.74,5.9,96.81
35-44,Female,Midwest,Vegetarian,22.18,9.06,52.89
45-54,Female,Midwest,Vegetarian,30.1,7.54,94.35
18-24,Female,Midwest,Keto,38.26,6.7,37.18
25-34,Male,Southeast,Vegetarian,38.58,9.49,84.6
18-24,Female,West,Omnivore,34.99,4.05,71.66
55+,Female,Southeast,Keto,25.3,4.53,75.19
45-54,Male,Southeast,Omnivore,24.77,4.48,35.06
55+,Female,Midwest,Keto,23.65,7.23,92.17
25-34,Male,Southwest,Vegetarian,32.84,4.13,83.05
55+,Male,West,Vegan,23.14,7.98,57.05
55+,Female,Northeast,Vegan,39.56,8.8,51.03
35-44,Female,West,Omnivore,16.2,9.78,96.87
45-54,Male,Southwest,Vegetarian,25.67,9.61,73.62
25-34,Female,Northeast,Keto,38.47,9.31,94.49
18-24,Male,Northeast,Omnivore,33.71,8.69,83.57
18-24,Male,Northeast,Vegetarian,31.78,5.55,87.53
35-44,Male,Midwest,Keto,33.97,9.68,91.09
25-34,Male,West,Omnivore,23.92,8.72,61.62
18-24,Male,Southwest,Keto,38.51,7.72,52.5
55+,Female,West,Omnivore,35.7,5.51,79.31
45-54,Female,Northeast,Omnivore,36.84,8.97,85.37
55+,Female,Southwest,Keto,31.54,5.9,60.92
18-24,Female,Midwest,Vegetarian,16.43,4.69,32
18-24,Female,Northeast,Vegetarian,40.19,7.95,61.07
45-54,Male,Southeast,Vegetarian,18.25,7.89,33.76
35-44,Female,West,Vegetarian,32.98,7.91,93.48
55+,Male,Southwest,Keto,40.5,6.65,65.8
55+,Male,Southwest,Keto,18.57,5.89,86.79
45-54,Female,Southeast,Vegetarian,32.8,9.34,75.28
45-54,Female,Southwest,Omnivore,20.14,6.82,89.54
25-34,Female,Southeast,Omnivore,34.71,5.02,49.05
45-54,Female,Southwest,Vegetarian,26.42,7.93,50.08
45-54,Female,Southwest,Vegetarian,22.5,7.76,36.89
55+,Male,Southwest,Vegan,24.83,6.81,43.43
18-24,Female,Midwest,Omnivore,29.2,6.46,78.79
35-44,Female,Northeast,Vegan,32.92,6.64,97.64
35-44,Female,Southeast,Vegan,36.92,6.13,42.89
18-24,Male,West,Omnivore,35.24,4.96,74.11
35-44,Male,Southeast,Keto,39.3,5.36,77.23
25-34,Male,Northeast,Vegetarian,22.85,5.48,74.82
55+,Male,Northeast,Omnivore,23.97,6.72,88.61
35-44,Female,West,Keto,25.51,9.57,81.67
55+,Male,West,Vegan,19.53,5.1,91.63
35-44,Female,Midwest,Keto,40.59,7.62,94.69
55+,Female,Northeast,Omnivore,27.94,8.11,47.52
35-44,Male,Southwest,Vegan,24.01,4.35,58.45
18-24,Female,Midwest,Keto,33.37,8.73,41.6
55+,Female,West,Vegetarian,33.98,9.4,93.28
45-54,Female,Southeast,Omnivore,29.21,9.64,83.12
18-24,Female,Northeast,Vegetarian,36.8,5.55,87.26
25-34,Male,Northeast,Vegan,17.65,7.96,91.97
35-44,Male,Southeast,Omnivore,20.63,8.15,73.7
55+,Female,Southwest,Vegetarian,26.48,8.29,82.07
45-54,Male,Southeast,Omnivore,37.55,5.63,40.08
18-24,Male,Northeast,Keto,19.69,5.67,49.37
35-44,Male,Midwest,Vegan,37.12,5.87,81.48
55+,Male,Midwest,Keto,25.8,9.74,83.6
45-54,Male,West,Omnivore,20.82,6.04,80.43
25-34,Female,Southeast,Omnivore,32.83,5.5,72.1
35-44,Male,Midwest,Keto,34.07,7.19,86.24
55+,Female,West,Vegetarian,25.99,5.3,84.86
25-34,Male,Southeast,Keto,18.71,4.42,44.44
18-24,Male,Northeast,Omnivore,28.71,5.27,67.8
25-34,Male,Southwest,Keto,32.36,8.66,65.49
25-34,Male,West,Keto,36.44,7.29,79.04
45-54,Female,West,Keto,26.75,4.26,62.94
18-24,Male,Southwest,Keto,17.35,5.54,54.25
35-44,Male,Southeast,Omnivore,28.84,5.39,30.25
25-34,Female,West,Keto,23.51,9.56,35.09
18-24,Female,Midwest,Omnivore,26.71,8.68,45.61
55+,Female,West,Keto,38.66,7.06,61.74
55+,Male,Northeast,Omnivore,40.98,7.28,49.13
18-24,Male,West,Vegetarian,29.82,8,88.32
25-34,Female,Midwest,Keto,33.33,7.64,46.42
25-34,Female,Southeast,Keto,33.69,4.17,78.76
45-54,Female,Midwest,Vegetarian,24.43,7.23,75.94
25-34,Male,Midwest,Vegetarian,21.04,5.65,39.77
45-54,Female,Southwest,Keto,30.1,6.55,79.71
35-44,Male,Northeast,Vegetarian,27.1,8.31,55.14
35-44,Female,Midwest,Vegetarian,25.68,8.76,90.39
18-24,Female,West,Vegan,31.86,8.01,32.11
55+,Female,Southwest,Vegetarian,30.44,4.95,49.15
45-54,Female,Northeast,Vegetarian,29.64,7.77,72.18
25-34,Female,Northeast,Keto,19.76,5.72,79.17
25-34,Male,Southwest,Vegan,23.33,8.53,91.54
35-44,Male,Midwest,Vegetarian,18.69,8.97,70.2
25-34,Female,Midwest,Keto,24.16,5.93,85.9
55+,Female,Northeast,Keto,33.33,9.06,83.58
45-54,Female,West,Vegan,20.41,5.73,87.86
55+,Male,Southwest,Keto,18.52,9.55,30.29
45-54,Female,Southwest,Omnivore,34.97,8.77,77.44
35-44,Female,Southwest,Vegetarian,23.56,5.82,69.48
25-34,Male,Southeast,Keto,40.07,7.18,36.26
35-44,Female,Southeast,Vegetarian,20.78,8.09,71.11
55+,Male,Southeast,Vegan,32.38,8.12,47.78
45-54,Male,Southeast,Vegan,26.25,8.97,99.75
55+,Male,West,Vegan,39.67,9.66,69.29
25-34,Female,Southwest,Keto,34.08,8.74,78.51
45-54,Female,Southeast,Omnivore,32.42,7.55,75.39
25-34,Male,Southeast,Keto,39.89,9.94,70.7
55+,Male,West,Keto,17.5,5.58,47.42
18-24,Male,Northeast,Keto,26.77,5.29,98.34
35-44,Male,Southwest,Keto,22.3,5.88,66.53
18-24,Female,Northeast,Vegetarian,40.25,5.61,32.09
18-24,Male,Northeast,Keto,22.63,5.3,43.94
18-24,Female,Midwest,Vegan,36.64,5.53,85.07
55+,Female,Midwest,Vegetarian,20.54,6.33,42.45
35-44,Male,Southeast,Vegan,23.78,9.96,63.25
18-24,Female,Midwest,Omnivore,29.95,5.78,49.87
25-34,Female,Southeast,Vegan,35.62,4.83,32.05
25-34,Female,West,Omnivore,30.23,8.06,80.92
35-44,Male,Midwest,Keto,21.94,8.34,90.13
25-34,Male,Northeast,Keto,29.88,5.31,54.09
55+,Male,West,Keto,21.29,8.22,32.2
45-54,Female,Northeast,Vegetarian,24.73,9.2,85.66
35-44,Female,Midwest,Keto,24.65,5.43,92.1
45-54,Male,Northeast,Vegan,21.51,9.03,77.68
55+,Male,Midwest,Vegan,37.07,5.06,78.96
55+,Male,West,Omnivore,38.94,9.25,76.04
35-44,Male,Southwest,Vegan,40.38,9.9,75.65
18-24,Male,Northeast,Vegan,33.09,4.79,31.53
55+,Male,Midwest,Vegetarian,23.76,5.9,32.04
18-24,Female,Southeast,Vegan,17.81,7.8,67.75
35-44,Female,West,Vegan,22.14,7.34,53.23
35-44,Male,Southeast,Vegetarian,27.77,9.03,69.29
45-54,Male,Southwest,Vegetarian,34.61,7,47.81
55+,Female,Northeast,Omnivore,18.77,7.89,43.42
18-24,Female,Southwest,Omnivore,16.26,4.6,46.8
55+,Female,West,Vegan,38.86,6.7,68.04
55+,Male,Southeast,Vegan,37.16,7.77,71.3
35-44,Male,Southwest,Omnivore,21.18,8.82,43.55
55+,Male,Northeast,Omnivore,26.77,5.91,51.35
55+,Female,Southwest,Vegan,38.94,4.98,59.53
45-54,Male,West,Omnivore,36.37,4.09,89.91
45-54,Male,Midwest,Omnivore,37.86,9.29,58.61
55+,Female,Northeast,Vegan,23.13,5.92,99.68
55+,Male,Midwest,Keto,28.04,7.02,58.12
25-34,Male,Midwest,Vegetarian,25.7,8.99,79.18
35-44,Male,Midwest,Vegan,26.46,5.47,98
55+,Male,West,Omnivore,39.85,8.72,69.17
18-24,Male,Midwest,Vegan,18.18,5.76,47.35
35-44,Male,Northeast,Keto,33.57,8.1,38.89
25-34,Female,West,Keto,34.47,7.31,97.32
55+,Female,Midwest,Vegetarian,25.99,8.62,34.65
35-44,Female,Northeast,Keto,31.34,7.93,42.53
25-34,Female,Southeast,Keto,22.49,6.99,31.65
45-54,Male,Northeast,Keto,16.31,9.71,55.28
18-24,Male,Midwest,Vegetarian,24.28,6.33,94.74
18-24,Female,Southwest,Omnivore,31.2,5.5,43.56
45-54,Male,Midwest,Vegetarian,19.64,4.41,94.65
35-44,Male,West,Vegan,40.3,7.4,61.29
45-54,Male,Southeast,Vegetarian,35.1,7.83,58.66
18-24,Male,Midwest,Vegetarian,22.38,6.81,82.89
18-24,Male,Southeast,Keto,23.93,9.88,35.56
35-44,Male,Midwest,Keto,25.44,4.21,48.43
18-24,Male,West,Keto,30.56,8.52,67.3
18-24,Female,Southeast,Omnivore,19.47,6.86,88.57
35-44,Male,West,Vegan,20.81,9.5,75.76
55+,Male,West,Vegan,20.21,9.72,73.74
35-44,Female,Southwest,Vegan,16.43,6.73,53.27
35-44,Female,Northeast,Vegetarian,33.62,9.67,85.71
35-44,Female,West,Omnivore,17.79,9.94,84.73
25-34,Male,Midwest,Keto,35.93,6.11,68.93
55+,Female,Southwest,Vegetarian,20.37,4.84,39.66
25-34,Female,Southwest,Vegan,33.98,5.07,64.66
18-24,Male,Northeast,Keto,29.02,8.9,42.49
35-44,Female,Southeast,Vegetarian,32.65,6.36,98.18
45-54,Male,Northeast,Omnivore,22.47,7.07,67.23
25-34,Male,West,Omnivore,22.37,6.39,88.74
55+,Male,West,Vegan,30.6,9.85,91.44
55+,Male,West,Vegan,24.34,7.65,74.97
35-44,Male,West,Keto,24.37,4.57,53.02
25-34,Female,Southwest,Omnivore,38.11,7.14,68.91
35-44,Male,Midwest,Vegan,19.41,7.73,48.8
18-24,Male,Southwest,Vegan,28.92,7.33,85.75
45-54,Male,Southwest,Keto,17.99,4.41,47.96
25-34,Male,Midwest,Vegan,36.66,5.64,58.27
25-34,Female,West,Vegan,35.65,4.02,36.04
45-54,Male,Northeast,Vegan,41.14,5.3,83.85
45-54,Male,Midwest,Vegetarian,23.8,5.23,51.68
55+,Male,Southwest,Vegan,19.77,9.03,30.89
45-54,Male,West,Keto,20.62,9.81,90.6
35-44,Female,Southwest,Vegan,37.47,5.32,57.83
55+,Male,Northeast,Keto,16.05,6.6,95.23
25-34,Female,Northeast,Vegetarian,30.29,7.17,87.77
55+,Male,Northeast,Keto,21.63,7.44,75.18
25-34,Female,Southwest,Omnivore,32.6,5.03,69.89
25-34,Female,Midwest,Omnivore,32.49,5.06,62.9
45-54,Male,Southwest,Vegan,21.79,8.12,69.6
55+,Female,Southwest,Vegan,31.53,4.67,67.87
25-34,Male,Southwest,Vegan,21.47,6.66,43.88
45-54,Male,Midwest,Omnivore,17.48,5.91,50.84
45-54,Male,Northeast,Vegetarian,31.88,6.32,95.67
35-44,Female,West,Keto,39.14,5.03,76.32
35-44,Male,Southeast,Vegetarian,28.2,7.89,79.03
55+,Female,West,Omnivore,35.29,5.9,94.19
18-24,Female,Midwest,Keto,23.83,6.45,99.89
55+,Female,Southwest,Vegan,29.55,5.21,39.12
55+,Male,Midwest,Keto,19.55,8.51,83.63
18-24,Male,Northeast,Keto,41.45,9.93,84.53
18-24,Female,Southeast,Omnivore,40.57,6.05,85.41
35-44,Female,Midwest,Keto,20.54,4.82,37.47
55+,Female,Northeast,Vegetarian,33.5,8.17,92.74
35-44,Female,Midwest,Vegan,26.6,8.57,80.95
55+,Female,Southwest,Keto,28.94,7.98,87.06
45-54,Male,Midwest,Keto,37.35,4.27,61.86
55+,Female,Southeast,Omnivore,32.73,9.72,49.22
18-24,Male,Northeast,Vegetarian,31.68,8.98,90.22
35-44,Male,Northeast,Keto,22.47,5.44,33.77
45-54,Female,West,Keto,31.5,9.42,93.14
55+,Male,Southeast,Keto,18.88,4.98,38.72
18-24,Male,Southeast,Keto,20.45,7.84,52.66
45-54,Female,Southeast,Keto,26.9,5.62,78.11
18-24,Male,Northeast,Vegan,32.6,4.71,33.84
25-34,Female,Midwest,Vegan,21.02,4.05,47.96
45-54,Female,Southwest,Vegan,29.36,5.87,74.78
35-44,Male,Southeast,Vegan,22.58,7.6,41.99
25-34,Female,Southwest,Omnivore,32.43,6.65,71.85
35-44,Female,Midwest,Keto,38.14,4.56,57.74
